time,measure
1713840635.583748,"b'21, gyro_y:-3.98, gyro_z:-4.64\r\n'"
1713840635.5848262,b'\x1b[0m\r\n'
1713840635.588904,"b'\x1b[0;32mI (626025) mpu6050 test: acce_x:0.49, acce_y:-0.15, acce_z:-0.88\r\n'"
1713840635.588972,b'\x1b[0m\r\n'
1713840635.594492,"b'\x1b[0;32mI (626035) mpu6050 test: gyro_x:1.22, gyro_y:-3.07, gyro_z:-4.92\r\n'"
1713840635.599807,b'\x1b[0m\r\n'
1713840635.60539,"b'\x1b[0;32mI (626045) mpu6050 test: acce_x:0.48, acce_y:-0.15, acce_z:-0.88\r\n'"
1713840635.60542,b'\x1b[0m\r\n'
1713840635.611058,"b'\x1b[0;32mI (626045) mpu6050 test: gyro_x:2.06, gyro_y:-2.32, gyro_z:-4.87\r\n'"
1713840635.6110878,b'\x1b[0m\r\n'
1713840635.616639,"b'\x1b[0;32mI (626055) mpu6050 test: acce_x:0.48, acce_y:-0.15, acce_z:-0.87\r\n'"
1713840635.616668,b'\x1b[0m\r\n'
1713840635.6222012,"b'\x1b[0;32mI (626065) mpu6050 test: gyro_x:2.85, gyro_y:-2.23, gyro_z:-4.82\r\n'"
1713840635.6222348,b'\x1b[0m\r\n'
1713840635.633194,"b'\x1b[0;32mI (626065) mpu6050 test: acce_x:0.49, acce_y:-0.15, acce_z:-0.88\r\n'"
1713840635.63323,b'\x1b[0m\r\n'
1713840635.6387641,"b'\x1b[0;32mI (626075) mpu6050 test: gyro_x:3.74, gyro_y:-2.05, gyro_z:-4.64\r\n'"
1713840635.638794,b'\x1b[0m\r\n'
1713840635.644387,"b'\x1b[0;32mI (626085) mpu6050 test: acce_x:0.49, acce_y:-0.15, acce_z:-0.87\r\n'"
1713840635.6444201,b'\x1b[0m\r\n'
1713840635.650082,"b'\x1b[0;32mI (626085) mpu6050 test: gyro_x:5.15, gyro_y:-1.88, gyro_z:-4.44\r\n'"
1713840635.650121,b'\x1b[0m\r\n'
1713840635.66083,"b'\x1b[0;32mI (626095) mpu6050 test: acce_x:0.49, acce_y:-0.15, acce_z:-0.88\r\n'"
1713840635.6608698,b'\x1b[0m\r\n'
1713840635.666713,"b'\x1b[0;32mI (626105) mpu6050 test: gyro_x:6.85, gyro_y:-1.95, gyro_z:-5.02\r\n'"
1713840635.66675,b'\x1b[0m\r\n'
1713840635.6720781,"b'\x1b[0;32mI (626105) mpu6050 test: acce_x:0.50, acce_y:-0.15, acce_z:-0.88\r\n'"
1713840635.672117,b'\x1b[0m\r\n'
1713840635.67764,"b'\x1b[0;32mI (626115) mpu6050 test: gyro_x:8.35, gyro_y:-1.79, gyro_z:-5.36\r\n'"
1713840635.677686,b'\x1b[0m\r\n'
1713840635.688628,"b'\x1b[0;32mI (626125) mpu6050 test: acce_x:0.49, acce_y:-0.17, acce_z:-0.88\r\n'"
1713840635.6886652,b'\x1b[0m\r\n'
1713840635.69414,"b'\x1b[0;32mI (626125) mpu6050 test: gyro_x:9.02, gyro_y:-2.18, gyro_z:-5.63\r\n'"
1713840635.694169,b'\x1b[0m\r\n'
1713840635.699908,"b'\x1b[0;32mI (626135) mpu6050 test: acce_x:0.50, acce_y:-0.17, acce_z:-0.88\r\n'"
1713840635.699935,b'\x1b[0m\r\n'
1713840635.7055318,"b'\x1b[0;32mI (626145) mpu6050 test: gyro_x:9.53, gyro_y:-2.63, gyro_z:-5.91\r\n'"
1713840635.7055612,b'\x1b[0m\r\n'
1713840635.710954,"b'\x1b[0;32mI (626145) mpu6050 test: acce_x:0.50, acce_y:-0.18, acce_z:-0.88\r\n'"
1713840635.7165718,b'\x1b[0m\r\n'
1713840635.721955,"b'\x1b[0;32mI (626155) mpu6050 test: gyro_x:9.56, gyro_y:-3.24, gyro_z:-5.47\r\n'"
1713840635.7219799,b'\x1b[0m\r\n'
1713840635.72752,"b'\x1b[0;32mI (626165) mpu6050 test: acce_x:0.50, acce_y:-0.18, acce_z:-0.89\r\n'"
1713840635.727544,b'\x1b[0m\r\n'
1713840635.7332869,"b'\x1b[0;32mI (626175) mpu6050 test: gyro_x:9.50, gyro_y:-3.50, gyro_z:-5.05\r\n'"
1713840635.733311,b'\x1b[0m\r\n'
1713840635.738821,"b'\x1b[0;32mI (626175) mpu6050 test: acce_x:0.49, acce_y:-0.18, acce_z:-0.88\r\n'"
1713840635.7388449,b'\x1b[0m\r\n'
1713840635.74985,"b'\x1b[0;32mI (626185) mpu6050 test: gyro_x:9.19, gyro_y:-3.39, gyro_z:-4.03\r\n'"
1713840635.7498739,b'\x1b[0m\r\n'
