time,measure
1713840339.750352,"b'3.01, gyro_z:-3.30\r\n'"
1713840339.7512782,b'\x1b[0m\r\n'
1713840339.755656,"b'\x1b[0;32mI (330195) mpu6050 test: acce_x:0.42, acce_y:-0.19, acce_z:-0.91\r\n'"
1713840339.7556999,b'\x1b[0m\r\n'
1713840339.761156,"b'\x1b[0;32mI (330195) mpu6050 test: gyro_x:-0.32, gyro_y:3.65, gyro_z:-3.94\r\n'"
1713840339.761183,b'\x1b[0m\r\n'
1713840339.772161,"b'\x1b[0;32mI (330205) mpu6050 test: acce_x:0.42, acce_y:-0.19, acce_z:-0.90\r\n'"
1713840339.7721999,b'\x1b[0m\r\n'
1713840339.7777321,"b'\x1b[0;32mI (330215) mpu6050 test: gyro_x:-0.20, gyro_y:4.24, gyro_z:-4.46\r\n'"
1713840339.777761,b'\x1b[0m\r\n'
1713840339.783464,"b'\x1b[0;32mI (330215) mpu6050 test: acce_x:0.42, acce_y:-0.19, acce_z:-0.91\r\n'"
1713840339.783494,b'\x1b[0m\r\n'
1713840339.789176,"b'\x1b[0;32mI (330225) mpu6050 test: gyro_x:0.11, gyro_y:5.48, gyro_z:-4.47\r\n'"
1713840339.789218,b'\x1b[0m\r\n'
1713840339.794631,"b'\x1b[0;32mI (330235) mpu6050 test: acce_x:0.42, acce_y:-0.19, acce_z:-0.90\r\n'"
1713840339.800044,b'\x1b[0m\r\n'
1713840339.8056178,"b'\x1b[0;32mI (330235) mpu6050 test: gyro_x:-0.03, gyro_y:7.05, gyro_z:-4.29\r\n'"
1713840339.805661,b'\x1b[0m\r\n'
1713840339.81108,"b'\x1b[0;32mI (330245) mpu6050 test: acce_x:0.42, acce_y:-0.19, acce_z:-0.91\r\n'"
1713840339.8111172,b'\x1b[0m\r\n'
1713840339.816896,"b'\x1b[0;32mI (330255) mpu6050 test: gyro_x:-0.61, gyro_y:8.43, gyro_z:-3.74\r\n'"
1713840339.816942,b'\x1b[0m\r\n'
1713840339.822537,"b'\x1b[0;32mI (330255) mpu6050 test: acce_x:0.43, acce_y:-0.19, acce_z:-0.90\r\n'"
1713840339.822582,b'\x1b[0m\r\n'
1713840339.833367,"b'\x1b[0;32mI (330265) mpu6050 test: gyro_x:-0.75, gyro_y:9.04, gyro_z:-2.87\r\n'"
1713840339.833407,b'\x1b[0m\r\n'
1713840339.8388941,"b'\x1b[0;32mI (330275) mpu6050 test: acce_x:0.44, acce_y:-0.19, acce_z:-0.90\r\n'"
1713840339.8389308,b'\x1b[0m\r\n'
1713840339.844436,"b'\x1b[0;32mI (330285) mpu6050 test: gyro_x:-1.36, gyro_y:9.60, gyro_z:-2.11\r\n'"
1713840339.844474,b'\x1b[0m\r\n'
1713840339.850197,"b'\x1b[0;32mI (330285) mpu6050 test: acce_x:0.44, acce_y:-0.20, acce_z:-0.91\r\n'"
1713840339.850231,b'\x1b[0m\r\n'
1713840339.8609211,"b'\x1b[0;32mI (330295) mpu6050 test: gyro_x:-1.66, gyro_y:9.79, gyro_z:-1.33\r\n'"
1713840339.860963,b'\x1b[0m\r\n'
1713840339.8666902,"b'\x1b[0;32mI (330305) mpu6050 test: acce_x:0.45, acce_y:-0.19, acce_z:-0.90\r\n'"
1713840339.8667321,b'\x1b[0m\r\n'
1713840339.872297,"b'\x1b[0;32mI (330305) mpu6050 test: gyro_x:-2.34, gyro_y:9.77, gyro_z:-0.64\r\n'"
1713840339.872331,b'\x1b[0m\r\n'
1713840339.877735,"b'\x1b[0;32mI (330315) mpu6050 test: acce_x:0.45, acce_y:-0.19, acce_z:-0.90\r\n'"
1713840339.8777668,b'\x1b[0m\r\n'
1713840339.883575,"b'\x1b[0;32mI (330325) mpu6050 test: gyro_x:-2.84, gyro_y:9.85, gyro_z:-0.55\r\n'"
1713840339.8888042,b'\x1b[0m\r\n'
1713840339.89434,"b'\x1b[0;32mI (330325) mpu6050 test: acce_x:0.46, acce_y:-0.19, acce_z:-0.90\r\n'"
