time,measure
1713840667.033587,"b'0 test: gyro_x:-1.07, gyro_y:0.90, gyro_z:-3.48\r\n'"
1713840667.034764,b'\x1b[0m\r\n'
1713840667.0388658,"b'\x1b[0;32mI (657475) mpu6050 test: acce_x:0.50, acce_y:-0.20, acce_z:-0.86\r\n'"
1713840667.044045,b'\x1b[0m\r\n'
1713840667.0497222,"b'\x1b[0;32mI (657485) mpu6050 test: gyro_x:-0.27, gyro_y:1.57, gyro_z:-4.66\r\n'"
1713840667.0497558,b'\x1b[0m\r\n'
1713840667.055312,"b'\x1b[0;32mI (657495) mpu6050 test: acce_x:0.51, acce_y:-0.20, acce_z:-0.86\r\n'"
1713840667.0553489,b'\x1b[0m\r\n'
1713840667.0608268,"b'\x1b[0;32mI (657495) mpu6050 test: gyro_x:0.26, gyro_y:2.93, gyro_z:-5.39\r\n'"
1713840667.060864,b'\x1b[0m\r\n'
1713840667.066595,"b'\x1b[0;32mI (657505) mpu6050 test: acce_x:0.50, acce_y:-0.20, acce_z:-0.87\r\n'"
1713840667.071757,b'\x1b[0m\r\n'
1713840667.077451,"b'\x1b[0;32mI (657515) mpu6050 test: gyro_x:0.64, gyro_y:4.49, gyro_z:-5.45\r\n'"
1713840667.077496,b'\x1b[0m\r\n'
1713840667.083182,"b'\x1b[0;32mI (657515) mpu6050 test: acce_x:0.51, acce_y:-0.20, acce_z:-0.86\r\n'"
1713840667.083235,b'\x1b[0m\r\n'
1713840667.088737,"b'\x1b[0;32mI (657525) mpu6050 test: gyro_x:0.81, gyro_y:5.86, gyro_z:-5.68\r\n'"
1713840667.088788,b'\x1b[0m\r\n'
1713840667.09432,"b'\x1b[0;32mI (657535) mpu6050 test: acce_x:0.51, acce_y:-0.20, acce_z:-0.85\r\n'"
1713840667.094357,b'\x1b[0m\r\n'
1713840667.105283,"b'\x1b[0;32mI (657535) mpu6050 test: gyro_x:0.98, gyro_y:7.30, gyro_z:-5.97\r\n'"
1713840667.105335,b'\x1b[0m\r\n'
1713840667.110759,"b'\x1b[0;32mI (657545) mpu6050 test: acce_x:0.52, acce_y:-0.21, acce_z:-0.86\r\n'"
1713840667.110803,b'\x1b[0m\r\n'
1713840667.116502,"b'\x1b[0;32mI (657555) mpu6050 test: gyro_x:1.01, gyro_y:7.74, gyro_z:-6.52\r\n'"
1713840667.116544,b'\x1b[0m\r\n'
1713840667.1221938,"b'\x1b[0;32mI (657555) mpu6050 test: acce_x:0.52, acce_y:-0.21, acce_z:-0.86\r\n'"
1713840667.1222458,b'\x1b[0m\r\n'
1713840667.127638,"b'\x1b[0;32mI (657565) mpu6050 test: gyro_x:0.67, gyro_y:8.34, gyro_z:-7.27\r\n'"
1713840667.133,b'\x1b[0m\r\n'
1713840667.1384928,"b'\x1b[0;32mI (657575) mpu6050 test: acce_x:0.53, acce_y:-0.22, acce_z:-0.85\r\n'"
1713840667.13853,b'\x1b[0m\r\n'
1713840667.14405,"b'\x1b[0;32mI (657585) mpu6050 test: gyro_x:-0.11, gyro_y:8.73, gyro_z:-7.85\r\n'"
1713840667.1440818,b'\x1b[0m\r\n'
1713840667.149819,"b'\x1b[0;32mI (657585) mpu6050 test: acce_x:0.53, acce_y:-0.22, acce_z:-0.87\r\n'"
1713840667.1498492,b'\x1b[0m\r\n'
1713840667.155384,"b'\x1b[0;32mI (657595) mpu6050 test: gyro_x:-0.75, gyro_y:8.75, gyro_z:-8.44\r\n'"
1713840667.155415,b'\x1b[0m\r\n'
1713840667.1664069,"b'\x1b[0;32mI (657605) mpu6050 test: acce_x:0.54, acce_y:-0.22, acce_z:-0.85\r\n'"
1713840667.166434,b'\x1b[0m\r\n'
1713840667.1718872,"b'\x1b[0;32mI (657605) mpu6050 test: gyro_x:-1.69, gyro_y:8.75, gyro_z:-8.58\r\n'"
1713840667.171917,b'\x1b[0m\r\n'
1713840667.1775439,"b'\x1b[0;32mI (657615) mpu6050 test: acce_x:0.53, acce_y:-0.21, acce_z:-0.84\r\n'"
1713840667.177597,b'\x1b[0m\r\n'
1713840667.183176,"b'\x1b[0;32mI (657625) mpu6050 test: gyro_x:-2.18, gyro_y:9.05, gyro_z:-8.82\r\n'"
1713840667.1832,b'\x1b[0m\r\n'
1713840667.1939578,"b'\x1b[0;32mI (657625) mpu6050 test: acce_x:0.52, acce_y:-0.21, acce_z:-0.85\r\n'"
1713840667.193982,b'\x1b[0m\r\n'
1713840667.199748,"b'\x1b[0;32mI (657635) mpu6050 test: gyro_x:-2.15, gyro_y:9.85, gyro_z:-9.07\r\n'"
1713840667.199771,b'\x1b[0m\r\n'
1713840667.205203,"b'\x1b[0;32mI (657645) mpu6050 test: acce_x:0.53, acce_y:-0.21, acce_z:-0.85\r\n'"
1713840667.205225,b'\x1b[0m\r\n'
1713840667.2108102,"b'\x1b[0;32mI (657645) mpu6050 test: gyro_x:-2.67, gyro_y:10.40, gyro_z:-9.13\r\n'"
1713840667.2108328,b'\x1b[0m\r\n'
1713840667.221806,"b'\x1b[0;32mI (657655) mpu6050 test: acce_x:0.53, acce_y:-0.21, acce_z:-0.86\r\n'"
1713840667.22183,b'\x1b[0m\r\n'
1713840667.227401,"b'\x1b[0;32mI (657665) mpu6050 test: gyro_x:-3.08, gyro_y:11.02, gyro_z:-9.34\r\n'"
1713840667.227425,b'\x1b[0m\r\n'
1713840667.233144,"b'\x1b[0;32mI (657665) mpu6050 test: acce_x:0.52, acce_y:-0.20, acce_z:-0.85\r\n'"
1713840667.2331688,b'\x1b[0m\r\n'
1713840667.238615,"b'\x1b[0;32mI (657675) mpu6050 test: gyro_x:-3.68, gyro_y:11.59, gyro_z:-9.01\r\n'"
1713840667.238645,b'\x1b[0m\r\n'
1713840667.244185,"b'\x1b[0;32mI (657685) mpu6050 test: acce_x:0.54, acce_y:-0.20, acce_z:-0.85\r\n'"
1713840667.249814,b'\x1b[0m\r\n'
1713840667.255241,"b'\x1b[0;32mI (657695) mpu6050 test: gyro_x:-4.18, gyro_y:12.41, gyro_z:-8.95\r\n'"
1713840667.255264,b'\x1b[0m\r\n'
