time,measure
1713844753.68121,b'0.79\r\n'
1713844753.682726,b'\x1b[0m\r\n'
1713844753.686133,"b'\x1b[0;32mI (2923085) mpu6050 test: gyro_x:-1.76, gyro_y:1.16, gyro_z:-1.59\r\n'"
1713844753.686165,b'\x1b[0m\r\n'
1713844753.6918342,"b'\x1b[0;32mI (2923095) mpu6050 test: acce_x:0.63, acce_y:-0.21, acce_z:-0.79\r\n'"
1713844753.691929,b'\x1b[0m\r\n'
1713844753.697483,"b'\x1b[0;32mI (2923105) mpu6050 test: gyro_x:-2.24, gyro_y:0.79, gyro_z:-1.37\r\n'"
1713844753.697514,b'\x1b[0m\r\n'
1713844753.708195,"b'\x1b[0;32mI (2923105) mpu6050 test: acce_x:0.62, acce_y:-0.21, acce_z:-0.79\r\n'"
1713844753.708229,b'\x1b[0m\r\n'
1713844753.7139552,"b'\x1b[0;32mI (2923115) mpu6050 test: gyro_x:-2.78, gyro_y:0.50, gyro_z:-1.51\r\n'"
1713844753.713989,b'\x1b[0m\r\n'
1713844753.719517,"b'\x1b[0;32mI (2923125) mpu6050 test: acce_x:0.62, acce_y:-0.20, acce_z:-0.79\r\n'"
1713844753.719554,b'\x1b[0m\r\n'
1713844753.7252,"b'\x1b[0;32mI (2923125) mpu6050 test: gyro_x:-2.40, gyro_y:0.61, gyro_z:-1.51\r\n'"
1713844753.72524,b'\x1b[0m\r\n'
1713844753.736104,"b'\x1b[0;32mI (2923135) mpu6050 test: acce_x:0.62, acce_y:-0.20, acce_z:-0.79\r\n'"
1713844753.7361422,b'\x1b[0m\r\n'
1713844753.741642,"b'\x1b[0;32mI (2923145) mpu6050 test: gyro_x:-1.95, gyro_y:1.11, gyro_z:-1.79\r\n'"
1713844753.7416792,b'\x1b[0m\r\n'
1713844753.7475688,"b'\x1b[0;32mI (2923145) mpu6050 test: acce_x:0.61, acce_y:-0.20, acce_z:-0.79\r\n'"
1713844753.7476192,b'\x1b[0m\r\n'
1713844753.753094,"b'\x1b[0;32mI (2923155) mpu6050 test: gyro_x:-1.47, gyro_y:1.65, gyro_z:-1.45\r\n'"
1713844753.7531369,b'\x1b[0m\r\n'
1713844753.763952,"b'\x1b[0;32mI (2923165) mpu6050 test: acce_x:0.62, acce_y:-0.20, acce_z:-0.79\r\n'"
1713844753.7639968,b'\x1b[0m\r\n'
1713844753.769556,"b'\x1b[0;32mI (2923165) mpu6050 test: gyro_x:-1.04, gyro_y:2.08, gyro_z:-1.33\r\n'"
1713844753.7696052,b'\x1b[0m\r\n'
1713844753.7750552,"b'\x1b[0;32mI (2923175) mpu6050 test: acce_x:0.62, acce_y:-0.20, acce_z:-0.79\r\n'"
