time,measure
1713844621.17968,"b'5, acce_z:-0.68\r\n'"
1713844621.18113,b'\x1b[0m\r\n'
1713844621.184614,"b'\x1b[0;32mI (2790585) mpu6050 test: gyro_x:-3.59, gyro_y:-5.40, gyro_z:0.63\r\n'"
1713844621.1846452,b'\x1b[0m\r\n'
1713844621.190181,"b'\x1b[0;32mI (2790595) mpu6050 test: acce_x:0.71, acce_y:-0.24, acce_z:-0.69\r\n'"
1713844621.190209,b'\x1b[0m\r\n'
1713844621.201196,"b'\x1b[0;32mI (2790595) mpu6050 test: gyro_x:-4.69, gyro_y:-5.13, gyro_z:1.51\r\n'"
1713844621.201241,b'\x1b[0m\r\n'
1713844621.2067468,"b'\x1b[0;32mI (2790605) mpu6050 test: acce_x:0.73, acce_y:-0.23, acce_z:-0.68\r\n'"
1713844621.2067788,b'\x1b[0m\r\n'
1713844621.212561,"b'\x1b[0;32mI (2790615) mpu6050 test: gyro_x:-5.25, gyro_y:-5.16, gyro_z:2.34\r\n'"
1713844621.21259,b'\x1b[0m\r\n'
1713844621.218126,"b'\x1b[0;32mI (2790625) mpu6050 test: acce_x:0.72, acce_y:-0.23, acce_z:-0.68\r\n'"
1713844621.218153,b'\x1b[0m\r\n'
1713844621.22912,"b'\x1b[0;32mI (2790625) mpu6050 test: gyro_x:-5.56, gyro_y:-5.63, gyro_z:3.21\r\n'"
1713844621.229152,b'\x1b[0m\r\n'
1713844621.234635,"b'\x1b[0;32mI (2790635) mpu6050 test: acce_x:0.72, acce_y:-0.23, acce_z:-0.68\r\n'"
1713844621.2346659,b'\x1b[0m\r\n'
1713844621.240155,"b'\x1b[0;32mI (2790645) mpu6050 test: gyro_x:-5.92, gyro_y:-6.17, gyro_z:4.08\r\n'"
1713844621.240185,b'\x1b[0m\r\n'
1713844621.2459369,"b'\x1b[0;32mI (2790645) mpu6050 test: acce_x:0.73, acce_y:-0.23, acce_z:-0.69\r\n'"
1713844621.245976,b'\x1b[0m\r\n'
1713844621.256719,"b'\x1b[0;32mI (2790655) mpu6050 test: gyro_x:-5.88, gyro_y:-6.44, gyro_z:4.95\r\n'"
1713844621.256759,b'\x1b[0m\r\n'
1713844621.262527,"b'\x1b[0;32mI (2790665) mpu6050 test: acce_x:0.72, acce_y:-0.22, acce_z:-0.69\r\n'"
1713844621.262558,b'\x1b[0m\r\n'
1713844621.268037,"b'\x1b[0;32mI (2790665) mpu6050 test: gyro_x:-5.25, gyro_y:-6.53, gyro_z:5.08\r\n'"
1713844621.26807,b'\x1b[0m\r\n'
1713844621.2735932,"b'\x1b[0;32mI (2790675) mpu6050 test: acce_x:0.72, acce_y:-0.22, acce_z:-0.69\r\n'"
1713844621.273626,b'\x1b[0m\r\n'
1713844621.2845912,"b'\x1b[0;32mI (2790685) mpu6050 test: gyro_x:-4.55, gyro_y:-6.29, gyro_z:5.07\r\n'"
1713844621.284634,b'\x1b[0m\r\n'
1713844621.290174,"b'\x1b[0;32mI (2790685) mpu6050 test: acce_x:0.72, acce_y:-0.22, acce_z:-0.70\r\n'"
1713844621.29021,b'\x1b[0m\r\n'
1713844621.295941,"b'\x1b[0;32mI (2790695) mpu6050 test: gyro_x:-3.82, gyro_y:-6.15, gyro_z:4.82\r\n'"
1713844621.2959769,b'\x1b[0m\r\n'
1713844621.3015711,"b'\x1b[0;32mI (2790705) mpu6050 test: acce_x:0.72, acce_y:-0.22, acce_z:-0.71\r\n'"
1713844621.3016078,b'\x1b[0m\r\n'
1713844621.3124428,"b'\x1b[0;32mI (2790715) mpu6050 test: gyro_x:-3.28, gyro_y:-6.44, gyro_z:4.84\r\n'"
1713844621.312487,b'\x1b[0m\r\n'
