time,measure
1713843888.0330582,"b'e_y:-0.25, acce_z:-0.86\r\n'"
1713843888.034604,b'\x1b[0m\r\n'
1713843888.0370848,"b'\x1b[0;32mI (2057435) mpu6050 test: gyro_x:-1.22, gyro_y:2.66, gyro_z:-1.34\r\n'"
1713843888.03712,b'\x1b[0m\r\n'
1713843888.042665,"b'\x1b[0;32mI (2057435) mpu6050 test: acce_x:0.49, acce_y:-0.25, acce_z:-0.87\r\n'"
1713843888.0427032,b'\x1b[0m\r\n'
1713843888.053567,"b'\x1b[0;32mI (2057445) mpu6050 test: gyro_x:-1.68, gyro_y:2.89, gyro_z:-1.47\r\n'"
1713843888.053646,b'\x1b[0m\r\n'
1713843888.0591738,"b'\x1b[0;32mI (2057455) mpu6050 test: acce_x:0.50, acce_y:-0.25, acce_z:-0.86\r\n'"
1713843888.0592031,b'\x1b[0m\r\n'
1713843888.0650492,"b'\x1b[0;32mI (2057455) mpu6050 test: gyro_x:-1.86, gyro_y:2.90, gyro_z:-1.28\r\n'"
1713843888.065077,b'\x1b[0m\r\n'
1713843888.0704389,"b'\x1b[0;32mI (2057465) mpu6050 test: acce_x:0.50, acce_y:-0.25, acce_z:-0.86\r\n'"
1713843888.0704691,b'\x1b[0m\r\n'
1713843888.081471,"b'\x1b[0;32mI (2057475) mpu6050 test: gyro_x:-2.03, gyro_y:2.93, gyro_z:-1.22\r\n'"
1713843888.081502,b'\x1b[0m\r\n'
1713843888.0869849,"b'\x1b[0;32mI (2057485) mpu6050 test: acce_x:0.49, acce_y:-0.24, acce_z:-0.87\r\n'"
1713843888.087019,b'\x1b[0m\r\n'
1713843888.092602,"b'\x1b[0;32mI (2057485) mpu6050 test: gyro_x:-2.20, gyro_y:3.28, gyro_z:-1.07\r\n'"
1713843888.0926368,b'\x1b[0m\r\n'
1713843888.098384,"b'\x1b[0;32mI (2057495) mpu6050 test: acce_x:0.50, acce_y:-0.24, acce_z:-0.86\r\n'"
1713843888.098423,b'\x1b[0m\r\n'
1713843888.109165,"b'\x1b[0;32mI (2057505) mpu6050 test: gyro_x:-2.17, gyro_y:3.66, gyro_z:-0.99\r\n'"
1713843888.109198,b'\x1b[0m\r\n'
1713843888.1149282,"b'\x1b[0;32mI (2057505) mpu6050 test: acce_x:0.49, acce_y:-0.24, acce_z:-0.86\r\n'"
1713843888.114965,b'\x1b[0m\r\n'
1713843888.1204429,"b'\x1b[0;32mI (2057515) mpu6050 test: gyro_x:-2.38, gyro_y:4.03, gyro_z:-0.79\r\n'"
1713843888.1204832,b'\x1b[0m\r\n'
1713843888.1259441,"b'\x1b[0;32mI (2057525) mpu6050 test: acce_x:0.50, acce_y:-0.24, acce_z:-0.86\r\n'"
1713843888.125979,b'\x1b[0m\r\n'
1713843888.1368792,"b'\x1b[0;32mI (2057525) mpu6050 test: gyro_x:-2.34, gyro_y:3.82, gyro_z:-0.72\r\n'"
1713843888.13691,b'\x1b[0m\r\n'
1713843888.1424818,"b'\x1b[0;32mI (2057535) mpu6050 test: acce_x:0.50, acce_y:-0.24, acce_z:-0.86\r\n'"
1713843888.142518,b'\x1b[0m\r\n'
1713843888.1483068,"b'\x1b[0;32mI (2057545) mpu6050 test: gyro_x:-2.21, gyro_y:3.60, gyro_z:-0.58\r\n'"
1713843888.1483352,b'\x1b[0m\r\n'
1713843888.15378,"b'\x1b[0;32mI (2057545) mpu6050 test: acce_x:0.50, acce_y:-0.24, acce_z:-0.86\r\n'"
1713843888.153806,b'\x1b[0m\r\n'
1713843888.164761,"b'\x1b[0;32mI (2057555) mpu6050 test: gyro_x:-2.12, gyro_y:3.68, gyro_z:-0.52\r\n'"
1713843888.164785,b'\x1b[0m\r\n'
1713843888.1703029,"b'\x1b[0;32mI (2057565) mpu6050 test: acce_x:0.50, acce_y:-0.23, acce_z:-0.86\r\n'"
1713843888.1703281,b'\x1b[0m\r\n'
1713843888.175779,"b'\x1b[0;32mI (2057575) mpu6050 test: gyro_x:-2.46, gyro_y:3.60, gyro_z:-0.43\r\n'"
1713843888.1758022,b'\x1b[0m\r\n'
1713843888.181569,"b'\x1b[0;32mI (2057575) mpu6050 test: acce_x:0.50, acce_y:-0.23, acce_z:-0.85\r\n'"
1713843888.1815932,b'\x1b[0m\r\n'
1713843888.1923509,"b'\x1b[0;32mI (2057585) mpu6050 test: gyro_x:-2.32, gyro_y:4.05, gyro_z:-0.53\r\n'"
1713843888.192378,b'\x1b[0m\r\n'
1713843888.198122,"b'\x1b[0;32mI (2057595) mpu6050 test: acce_x:0.51, acce_y:-0.23, acce_z:-0.86\r\n'"
1713843888.198147,b'\x1b[0m\r\n'
1713843888.2036328,"b'\x1b[0;32mI (2057595) mpu6050 test: gyro_x:-1.59, gyro_y:3.56, gyro_z:-0.37\r\n'"
1713843888.203657,b'\x1b[0m\r\n'
1713843888.209175,"b'\x1b[0;32mI (2057605) mpu6050 test: acce_x:0.50, acce_y:-0.23, acce_z:-0.86\r\n'"
1713843888.2091992,b'\x1b[0m\r\n'
1713843888.2202141,"b'\x1b[0;32mI (2057615) mpu6050 test: gyro_x:-1.24, gyro_y:3.60, gyro_z:-0.85\r\n'"
1713843888.220238,b'\x1b[0m\r\n'
1713843888.225885,"b'\x1b[0;32mI (2057615) mpu6050 test: acce_x:0.50, acce_y:-0.24, acce_z:-0.86\r\n'"
1713843888.22591,b'\x1b[0m\r\n'
1713843888.231895,"b'\x1b[0;32mI (2057625) mpu6050 test: gyro_x:-1.24, gyro_y:3.59, gyro_z:-1.07\r\n'"
1713843888.231919,b'\x1b[0m\r\n'
1713843888.237349,"b'\x1b[0;32mI (2057635) mpu6050 test: acce_x:0.51, acce_y:-0.25, acce_z:-0.86\r\n'"
1713843888.237377,b'\x1b[0m\r\n'
1713843888.248144,"b'\x1b[0;32mI (2057635) mpu6050 test: gyro_x:-1.77, gyro_y:3.40, gyro_z:-1.45\r\n'"
1713843888.248168,b'\x1b[0m\r\n'
1713843888.253641,"b'\x1b[0;32mI (2057645) mpu6050 test: acce_x:0.50, acce_y:-0.24, acce_z:-0.86\r\n'"
1713843888.253665,b'\x1b[0m\r\n'
1713843888.259132,"b'\x1b[0;32mI (2057655) mpu6050 test: gyro_x:-1.89, gyro_y:3.21, gyro_z:-1.53\r\n'"
1713843888.259156,b'\x1b[0m\r\n'
1713843888.264915,"b'\x1b[0;32mI (2057665) mpu6050 test: acce_x:0.51, acce_y:-0.23, acce_z:-0.86\r\n'"
1713843888.264939,b'\x1b[0m\r\n'
1713843888.275732,"b'\x1b[0;32mI (2057665) mpu6050 test: gyro_x:-1.34, gyro_y:3.37, gyro_z:-1.79\r\n'"
1713843888.275767,b'\x1b[0m\r\n'
1713843888.2814422,"b'\x1b[0;32mI (2057675) mpu6050 test: acce_x:0.50, acce_y:-0.24, acce_z:-0.86\r\n'"
1713843888.281467,b'\x1b[0m\r\n'
1713843888.286967,"b'\x1b[0;32mI (2057685) mpu6050 test: gyro_x:-0.84, gyro_y:3.28, gyro_z:-2.06\r\n'"
1713843888.2869928,b'\x1b[0m\r\n'
1713843888.292493,"b'\x1b[0;32mI (2057685) mpu6050 test: acce_x:0.52, acce_y:-0.24, acce_z:-0.87\r\n'"
1713843888.292518,b'\x1b[0m\r\n'
1713843888.303521,"b'\x1b[0;32mI (2057695) mpu6050 test: gyro_x:-0.78, gyro_y:3.45, gyro_z:-2.00\r\n'"
1713843888.303545,b'\x1b[0m\r\n'
1713843888.309062,"b'\x1b[0;32mI (2057705) mpu6050 test: acce_x:0.51, acce_y:-0.24, acce_z:-0.86\r\n'"
1713843888.3090858,b'\x1b[0m\r\n'
1713843888.3148658,"b'\x1b[0;32mI (2057705) mpu6050 test: gyro_x:-1.10, gyro_y:3.16, gyro_z:-1.94\r\n'"
1713843888.314889,b'\x1b[0m\r\n'
1713843888.320381,"b'\x1b[0;32mI (2057715) mpu6050 test: acce_x:0.51, acce_y:-0.24, acce_z:-0.85\r\n'"
1713843888.320405,b'\x1b[0m\r\n'
1713843888.331388,"b'\x1b[0;32mI (2057725) mpu6050 test: gyro_x:-1.44, gyro_y:3.02, gyro_z:-1.92\r\n'"
