time,measure
1713843779.790445,"b'est: acce_x:0.56, acce_y:-0.25, acce_z:-0.82\r\n'"
1713843779.792017,b'\x1b[0m\r\n'
1713843779.795357,"b'\x1b[0;32mI (1949195) mpu6050 test: gyro_x:-1.63, gyro_y:-2.67, gyro_z:0.17\r\n'"
1713843779.800591,b'\x1b[0m\r\n'
1713843779.806357,"b'\x1b[0;32mI (1949195) mpu6050 test: acce_x:0.56, acce_y:-0.25, acce_z:-0.83\r\n'"
1713843779.8063848,b'\x1b[0m\r\n'
1713843779.811902,"b'\x1b[0;32mI (1949205) mpu6050 test: gyro_x:-1.91, gyro_y:-2.56, gyro_z:0.43\r\n'"
1713843779.811935,b'\x1b[0m\r\n'
1713843779.817408,"b'\x1b[0;32mI (1949215) mpu6050 test: acce_x:0.55, acce_y:-0.25, acce_z:-0.82\r\n'"
1713843779.817441,b'\x1b[0m\r\n'
1713843779.823263,"b'\x1b[0;32mI (1949215) mpu6050 test: gyro_x:-1.69, gyro_y:-2.21, gyro_z:0.06\r\n'"
1713843779.8283641,b'\x1b[0m\r\n'
1713843779.833954,"b'\x1b[0;32mI (1949225) mpu6050 test: acce_x:0.55, acce_y:-0.24, acce_z:-0.82\r\n'"
1713843779.8339899,b'\x1b[0m\r\n'
1713843779.839693,"b'\x1b[0;32mI (1949235) mpu6050 test: gyro_x:-1.60, gyro_y:-1.94, gyro_z:0.47\r\n'"
1713843779.839723,b'\x1b[0m\r\n'
1713843779.84532,"b'\x1b[0;32mI (1949245) mpu6050 test: acce_x:0.55, acce_y:-0.24, acce_z:-0.82\r\n'"
1713843779.8453498,b'\x1b[0m\r\n'
1713843779.850825,"b'\x1b[0;32mI (1949245) mpu6050 test: gyro_x:-1.37, gyro_y:-1.30, gyro_z:0.32\r\n'"
1713843779.856298,b'\x1b[0m\r\n'
1713843779.861799,"b'\x1b[0;32mI (1949255) mpu6050 test: acce_x:0.55, acce_y:-0.25, acce_z:-0.83\r\n'"
1713843779.86183,b'\x1b[0m\r\n'
1713843779.8673332,"b'\x1b[0;32mI (1949265) mpu6050 test: gyro_x:-1.28, gyro_y:-1.05, gyro_z:0.21\r\n'"
1713843779.867363,b'\x1b[0m\r\n'
1713843779.873157,"b'\x1b[0;32mI (1949265) mpu6050 test: acce_x:0.55, acce_y:-0.25, acce_z:-0.83\r\n'"
1713843779.87319,b'\x1b[0m\r\n'
1713843779.878787,"b'\x1b[0;32mI (1949275) mpu6050 test: gyro_x:-1.48, gyro_y:-1.05, gyro_z:0.34\r\n'"
1713843779.8838851,b'\x1b[0m\r\n'
1713843779.8896918,"b'\x1b[0;32mI (1949285) mpu6050 test: acce_x:0.55, acce_y:-0.24, acce_z:-0.83\r\n'"
1713843779.889724,b'\x1b[0m\r\n'
1713843779.8951418,"b'\x1b[0;32mI (1949285) mpu6050 test: gyro_x:-1.42, gyro_y:-0.56, gyro_z:0.31\r\n'"
1713843779.895169,b'\x1b[0m\r\n'
1713843779.900714,"b'\x1b[0;32mI (1949295) mpu6050 test: acce_x:0.55, acce_y:-0.25, acce_z:-0.84\r\n'"
1713843779.900741,b'\x1b[0m\r\n'
1713843779.907562,"b'\x1b[0;32mI (1949305) mpu6050 test: gyro_x:-1.54, gyro_y:-0.61, gyro_z:-0.06\r\n'"
1713843779.911811,b'\x1b[0m\r\n'
1713843779.9173062,"b'\x1b[0;32mI (1949305) mpu6050 test: acce_x:0.54, acce_y:-0.25, acce_z:-0.83\r\n'"
1713843779.917341,b'\x1b[0m\r\n'
1713843779.923127,"b'\x1b[0;32mI (1949315) mpu6050 test: gyro_x:-1.28, gyro_y:-0.56, gyro_z:-0.24\r\n'"
1713843779.923153,b'\x1b[0m\r\n'
1713843779.9285529,"b'\x1b[0;32mI (1949325) mpu6050 test: acce_x:0.55, acce_y:-0.25, acce_z:-0.83\r\n'"
1713843779.928579,b'\x1b[0m\r\n'
1713843779.939595,"b'\x1b[0;32mI (1949335) mpu6050 test: gyro_x:-1.53, gyro_y:-0.34, gyro_z:-0.53\r\n'"
1713843779.9396212,b'\x1b[0m\r\n'
1713843779.9450932,"b'\x1b[0;32mI (1949335) mpu6050 test: acce_x:0.55, acce_y:-0.24, acce_z:-0.83\r\n'"
1713843779.945117,b'\x1b[0m\r\n'
1713843779.950638,"b'\x1b[0;32mI (1949345) mpu6050 test: gyro_x:-1.74, gyro_y:-0.44, gyro_z:-0.85\r\n'"
1713843779.9506612,b'\x1b[0m\r\n'
1713843779.956436,"b'\x1b[0;32mI (1949355) mpu6050 test: acce_x:0.54, acce_y:-0.25, acce_z:-0.83\r\n'"
1713843779.956459,b'\x1b[0m\r\n'
1713843779.967186,"b'\x1b[0;32mI (1949355) mpu6050 test: gyro_x:-1.82, gyro_y:-0.14, gyro_z:-1.15\r\n'"
1713843779.96721,b'\x1b[0m\r\n'
1713843779.973054,"b'\x1b[0;32mI (1949365) mpu6050 test: acce_x:0.54, acce_y:-0.24, acce_z:-0.83\r\n'"
1713843779.973078,b'\x1b[0m\r\n'
1713843779.9785469,"b'\x1b[0;32mI (1949375) mpu6050 test: gyro_x:-1.59, gyro_y:0.31, gyro_z:-1.68\r\n'"
1713843779.978571,b'\x1b[0m\r\n'
1713843779.9840808,"b'\x1b[0;32mI (1949375) mpu6050 test: acce_x:0.53, acce_y:-0.24, acce_z:-0.83\r\n'"
1713843779.984106,b'\x1b[0m\r\n'
1713843779.995094,"b'\x1b[0;32mI (1949385) mpu6050 test: gyro_x:-1.45, gyro_y:0.85, gyro_z:-2.08\r\n'"
1713843779.9951181,b'\x1b[0m\r\n'
1713843780.00061,"b'\x1b[0;32mI (1949395) mpu6050 test: acce_x:0.53, acce_y:-0.24, acce_z:-0.83\r\n'"
1713843780.000639,b'\x1b[0m\r\n'
1713843780.006411,"b'\x1b[0;32mI (1949405) mpu6050 test: gyro_x:-1.50, gyro_y:1.57, gyro_z:-2.32\r\n'"
1713843780.006436,b'\x1b[0m\r\n'
1713843780.01189,"b'\x1b[0;32mI (1949405) mpu6050 test: acce_x:0.53, acce_y:-0.24, acce_z:-0.83\r\n'"
1713843780.011915,b'\x1b[0m\r\n'
1713843780.0229561,"b'\x1b[0;32mI (1949415) mpu6050 test: gyro_x:-1.56, gyro_y:2.34, gyro_z:-2.26\r\n'"
1713843780.022984,b'\x1b[0m\r\n'
1713843780.028485,"b'\x1b[0;32mI (1949425) mpu6050 test: acce_x:0.54, acce_y:-0.25, acce_z:-0.83\r\n'"
1713843780.0285099,b'\x1b[0m\r\n'
1713843780.0339992,"b'\x1b[0;32mI (1949425) mpu6050 test: gyro_x:-1.53, gyro_y:2.89, gyro_z:-2.32\r\n'"
1713843780.0340228,b'\x1b[0m\r\n'
