time,measure
1713843904.086762,"b'I (2073475) mpu6050 test: gyro_x:-0.26, gyro_y:3.02, gyro_z:-1.63\r\n'"
1713843904.0879822,b'\x1b[0m\r\n'
1713843904.091903,"b'\x1b[0;32mI (2073485) mpu6050 test: acce_x:0.52, acce_y:-0.25, acce_z:-0.85\r\n'"
1713843904.0919402,b'\x1b[0m\r\n'
1713843904.0977669,"b'\x1b[0;32mI (2073495) mpu6050 test: gyro_x:-0.64, gyro_y:2.82, gyro_z:-1.50\r\n'"
1713843904.0978,b'\x1b[0m\r\n'
1713843904.10331,"b'\x1b[0;32mI (2073495) mpu6050 test: acce_x:0.52, acce_y:-0.24, acce_z:-0.84\r\n'"
1713843904.103348,b'\x1b[0m\r\n'
1713843904.114144,"b'\x1b[0;32mI (2073505) mpu6050 test: gyro_x:-0.89, gyro_y:2.79, gyro_z:-1.22\r\n'"
1713843904.114183,b'\x1b[0m\r\n'
1713843904.119671,"b'\x1b[0;32mI (2073515) mpu6050 test: acce_x:0.52, acce_y:-0.24, acce_z:-0.86\r\n'"
1713843904.119709,b'\x1b[0m\r\n'
1713843904.125387,"b'\x1b[0;32mI (2073515) mpu6050 test: gyro_x:-1.21, gyro_y:2.72, gyro_z:-1.19\r\n'"
1713843904.1254332,b'\x1b[0m\r\n'
1713843904.13114,"b'\x1b[0;32mI (2073525) mpu6050 test: acce_x:0.52, acce_y:-0.24, acce_z:-0.86\r\n'"
1713843904.1311831,b'\x1b[0m\r\n'
1713843904.1417742,"b'\x1b[0;32mI (2073535) mpu6050 test: gyro_x:-1.30, gyro_y:2.58, gyro_z:-1.05\r\n'"
1713843904.141813,b'\x1b[0m\r\n'
1713843904.147521,"b'\x1b[0;32mI (2073545) mpu6050 test: acce_x:0.52, acce_y:-0.24, acce_z:-0.84\r\n'"
1713843904.147555,b'\x1b[0m\r\n'
1713843904.153088,"b'\x1b[0;32mI (2073545) mpu6050 test: gyro_x:-1.39, gyro_y:2.56, gyro_z:-1.07\r\n'"
1713843904.153125,b'\x1b[0m\r\n'
1713843904.158792,"b'\x1b[0;32mI (2073555) mpu6050 test: acce_x:0.52, acce_y:-0.24, acce_z:-0.85\r\n'"
