time,measure
1713846152.170947,b'\n'
1713846152.17291,b'\x1b[0m\r\n'
1713846152.176168,"b'\x1b[0;32mI (4321575) mpu6050 test: acce_x:0.31, acce_y:-0.20, acce_z:-0.96\r\n'"
1713846152.176204,b'\x1b[0m\r\n'
1713846152.18167,"b'\x1b[0;32mI (4321585) mpu6050 test: gyro_x:4.82, gyro_y:1.47, gyro_z:-14.03\r\n'"
1713846152.1817029,b'\x1b[0m\r\n'
1713846152.187453,"b'\x1b[0;32mI (4321595) mpu6050 test: acce_x:0.30, acce_y:-0.19, acce_z:-0.96\r\n'"
1713846152.187486,b'\x1b[0m\r\n'
1713846152.1983712,"b'\x1b[0;32mI (4321595) mpu6050 test: gyro_x:5.39, gyro_y:1.71, gyro_z:-16.03\r\n'"
1713846152.1984189,b'\x1b[0m\r\n'
1713846152.2051358,"b'\x1b[0;32mI (4321605) mpu6050 test: acce_x:0.31, acce_y:-0.19, acce_z:-0.94\r\n'"
1713846152.205172,b'\x1b[0m\r\n'
1713846152.2121248,"b'\x1b[0;32mI (4321615) mpu6050 test: gyro_x:6.20, gyro_y:2.15, gyro_z:-18.46\r\n'"
1713846152.212163,b'\x1b[0m\r\n'
1713846152.214946,"b'\x1b[0;32mI (4321615) mpu6050 test: acce_x:0.31, acce_y:-0.19, acce_z:-0.95\r\n'"
1713846152.214976,b'\x1b[0m\r\n'
1713846152.226013,"b'\x1b[0;32mI (4321625) mpu6050 test: gyro_x:7.16, gyro_y:2.40, gyro_z:-21.01\r\n'"
1713846152.226061,b'\x1b[0m\r\n'
1713846152.231646,"b'\x1b[0;32mI (4321635) mpu6050 test: acce_x:0.31, acce_y:-0.19, acce_z:-0.95\r\n'"
1713846152.231681,b'\x1b[0m\r\n'
1713846152.2373602,"b'\x1b[0;32mI (4321635) mpu6050 test: gyro_x:8.61, gyro_y:2.56, gyro_z:-23.27\r\n'"
1713846152.2374,b'\x1b[0m\r\n'
1713846152.24288,"b'\x1b[0;32mI (4321645) mpu6050 test: acce_x:0.31, acce_y:-0.19, acce_z:-0.93\r\n'"
1713846152.242909,b'\x1b[0m\r\n'
1713846152.2539032,"b'\x1b[0;32mI (4321655) mpu6050 test: gyro_x:9.66, gyro_y:2.67, gyro_z:-25.50\r\n'"
1713846152.253935,b'\x1b[0m\r\n'
1713846152.259356,"b'\x1b[0;32mI (4321655) mpu6050 test: acce_x:0.31, acce_y:-0.19, acce_z:-0.94\r\n'"
1713846152.259393,b'\x1b[0m\r\n'
1713846152.264965,"b'\x1b[0;32mI (4321665) mpu6050 test: gyro_x:10.49, gyro_y:2.95, gyro_z:-26.67\r\n'"
1713846152.265005,b'\x1b[0m\r\n'
1713846152.270688,"b'\x1b[0;32mI (4321675) mpu6050 test: acce_x:0.31, acce_y:-0.21, acce_z:-0.94\r\n'"
1713846152.270723,b'\x1b[0m\r\n'
1713846152.281486,"b'\x1b[0;32mI (4321685) mpu6050 test: gyro_x:10.82, gyro_y:3.24, gyro_z:-27.62\r\n'"
1713846152.281514,b'\x1b[0m\r\n'
1713846152.28722,"b'\x1b[0;32mI (4321685) mpu6050 test: acce_x:0.31, acce_y:-0.21, acce_z:-0.94\r\n'"
1713846152.287244,b'\x1b[0m\r\n'
1713846152.292773,"b'\x1b[0;32mI (4321695) mpu6050 test: gyro_x:10.87, gyro_y:4.09, gyro_z:-28.79\r\n'"
1713846152.292798,b'\x1b[0m\r\n'
1713846152.2985349,"b'\x1b[0;32mI (4321705) mpu6050 test: acce_x:0.32, acce_y:-0.22, acce_z:-0.94\r\n'"
1713846152.298558,b'\x1b[0m\r\n'
1713846152.311218,"b'\x1b[0;32mI (4321705) mpu6050 test: gyro_x:10.56, gyro_y:4.05, gyro_z:-28.79\r\n'"
1713846152.311241,b'\x1b[0m\r\n'
1713846152.314794,"b'\x1b[0;32mI (4321715) mpu6050 test: acce_x:0.32, acce_y:-0.22, acce_z:-0.94\r\n'"
1713846152.314816,b'\x1b[0m\r\n'
1713846152.320568,"b'\x1b[0;32mI (4321725) mpu6050 test: gyro_x:10.34, gyro_y:4.69, gyro_z:-28.64\r\n'"
1713846152.320592,b'\x1b[0m\r\n'
1713846152.3261352,"b'\x1b[0;32mI (4321725) mpu6050 test: acce_x:0.33, acce_y:-0.22, acce_z:-0.94\r\n'"
1713846152.326161,b'\x1b[0m\r\n'
1713846152.337203,"b'\x1b[0;32mI (4321735) mpu6050 test: gyro_x:9.56, gyro_y:4.49, gyro_z:-28.12\r\n'"
1713846152.3372328,b'\x1b[0m\r\n'
1713846152.342853,"b'\x1b[0;32mI (4321745) mpu6050 test: acce_x:0.33, acce_y:-0.22, acce_z:-0.94\r\n'"
1713846152.342885,b'\x1b[0m\r\n'
1713846152.348256,"b'\x1b[0;32mI (4321755) mpu6050 test: gyro_x:9.07, gyro_y:4.64, gyro_z:-27.80\r\n'"
1713846152.348282,b'\x1b[0m\r\n'
1713846152.3539908,"b'\x1b[0;32mI (4321755) mpu6050 test: acce_x:0.35, acce_y:-0.21, acce_z:-0.95\r\n'"
1713846152.3540149,b'\x1b[0m\r\n'
1713846152.364801,"b'\x1b[0;32mI (4321765) mpu6050 test: gyro_x:8.67, gyro_y:4.47, gyro_z:-27.24\r\n'"
1713846152.3648262,b'\x1b[0m\r\n'
1713846152.370542,"b'\x1b[0;32mI (4321775) mpu6050 test: acce_x:0.35, acce_y:-0.21, acce_z:-0.94\r\n'"
1713846152.3705652,b'\x1b[0m\r\n'
1713846152.376071,"b'\x1b[0;32mI (4321775) mpu6050 test: gyro_x:8.79, gyro_y:3.62, gyro_z:-26.89\r\n'"
1713846152.376097,b'\x1b[0m\r\n'
1713846152.381593,"b'\x1b[0;32mI (4321785) mpu6050 test: acce_x:0.36, acce_y:-0.21, acce_z:-0.94\r\n'"
1713846152.381616,b'\x1b[0m\r\n'
1713846152.3926342,"b'\x1b[0;32mI (4321795) mpu6050 test: gyro_x:9.11, gyro_y:2.99, gyro_z:-27.15\r\n'"
1713846152.392659,b'\x1b[0m\r\n'
1713846152.398162,"b'\x1b[0;32mI (4321795) mpu6050 test: acce_x:0.36, acce_y:-0.21, acce_z:-0.93\r\n'"
1713846152.398186,b'\x1b[0m\r\n'
1713846152.4039612,"b'\x1b[0;32mI (4321805) mpu6050 test: gyro_x:9.51, gyro_y:2.06, gyro_z:-27.33\r\n'"
1713846152.4039848,b'\x1b[0m\r\n'
1713846152.409416,"b'\x1b[0;32mI (4321815) mpu6050 test: acce_x:0.36, acce_y:-0.20, acce_z:-0.94\r\n'"
1713846152.409444,b'\x1b[0m\r\n'
1713846152.420495,"b'\x1b[0;32mI (4321815) mpu6050 test: gyro_x:9.95, gyro_y:0.18, gyro_z:-28.05\r\n'"
1713846152.420518,b'\x1b[0m\r\n'
1713846152.426006,"b'\x1b[0;32mI (4321825) mpu6050 test: acce_x:0.38, acce_y:-0.20, acce_z:-0.93\r\n'"
1713846152.426034,b'\x1b[0m\r\n'
