time,measure
1713843417.4676611,"b'yro_x:-4.53, gyro_y:1.37, gyro_z:-0.41\r\n'"
1713843417.469355,b'\x1b[0m\r\n'
1713843417.47261,"b'\x1b[0;32mI (1586865) mpu6050 test: acce_x:0.49, acce_y:-0.24, acce_z:-0.86\r\n'"
1713843417.472669,b'\x1b[0m\r\n'
1713843417.4834912,"b'\x1b[0;32mI (1586875) mpu6050 test: gyro_x:-4.38, gyro_y:1.39, gyro_z:-0.41\r\n'"
1713843417.483525,b'\x1b[0m\r\n'
1713843417.48908,"b'\x1b[0;32mI (1586885) mpu6050 test: acce_x:0.49, acce_y:-0.23, acce_z:-0.86\r\n'"
1713843417.4891222,b'\x1b[0m\r\n'
1713843417.49459,"b'\x1b[0;32mI (1586885) mpu6050 test: gyro_x:-4.06, gyro_y:1.73, gyro_z:-0.44\r\n'"
1713843417.494624,b'\x1b[0m\r\n'
1713843417.50036,"b'\x1b[0;32mI (1586895) mpu6050 test: acce_x:0.49, acce_y:-0.23, acce_z:-0.87\r\n'"
1713843417.500397,b'\x1b[0m\r\n'
1713843417.511321,"b'\x1b[0;32mI (1586905) mpu6050 test: gyro_x:-3.86, gyro_y:2.20, gyro_z:-0.26\r\n'"
1713843417.511362,b'\x1b[0m\r\n'
1713843417.516983,"b'\x1b[0;32mI (1586905) mpu6050 test: acce_x:0.50, acce_y:-0.23, acce_z:-0.87\r\n'"
1713843417.51702,b'\x1b[0m\r\n'
1713843417.522519,"b'\x1b[0;32mI (1586915) mpu6050 test: gyro_x:-3.56, gyro_y:2.67, gyro_z:0.37\r\n'"
1713843417.5225549,b'\x1b[0m\r\n'
1713843417.5280871,"b'\x1b[0;32mI (1586925) mpu6050 test: acce_x:0.50, acce_y:-0.23, acce_z:-0.87\r\n'"
1713843417.528128,b'\x1b[0m\r\n'
1713843417.539018,"b'\x1b[0;32mI (1586935) mpu6050 test: gyro_x:-3.08, gyro_y:2.66, gyro_z:0.85\r\n'"
1713843417.539066,b'\x1b[0m\r\n'
1713843417.5445728,"b'\x1b[0;32mI (1586935) mpu6050 test: acce_x:0.51, acce_y:-0.22, acce_z:-0.86\r\n'"
1713843417.544615,b'\x1b[0m\r\n'
1713843417.550297,"b'\x1b[0;32mI (1586945) mpu6050 test: gyro_x:-2.75, gyro_y:2.58, gyro_z:1.16\r\n'"
1713843417.5503402,b'\x1b[0m\r\n'
1713843417.555892,"b'\x1b[0;32mI (1586955) mpu6050 test: acce_x:0.51, acce_y:-0.22, acce_z:-0.86\r\n'"
1713843417.5559418,b'\x1b[0m\r\n'
1713843417.5668669,"b'\x1b[0;32mI (1586955) mpu6050 test: gyro_x:-2.27, gyro_y:1.98, gyro_z:1.62\r\n'"
