time,measure
1713843643.302357,b'\r\n'
1713843643.3037271,b'\x1b[0m\r\n'
1713843643.3073752,"b'\x1b[0;32mI (1812695) mpu6050 test: acce_x:0.44, acce_y:-0.24, acce_z:-0.88\r\n'"
1713843643.307414,b'\x1b[0m\r\n'
1713843643.312813,"b'\x1b[0;32mI (1812705) mpu6050 test: gyro_x:-1.45, gyro_y:1.89, gyro_z:-2.21\r\n'"
1713843643.3128488,b'\x1b[0m\r\n'
1713843643.318568,"b'\x1b[0;32mI (1812715) mpu6050 test: acce_x:0.44, acce_y:-0.25, acce_z:-0.89\r\n'"
1713843643.318601,b'\x1b[0m\r\n'
1713843643.329341,"b'\x1b[0;32mI (1812725) mpu6050 test: gyro_x:-1.85, gyro_y:1.86, gyro_z:-1.82\r\n'"
1713843643.329375,b'\x1b[0m\r\n'
1713843643.3352408,"b'\x1b[0;32mI (1812725) mpu6050 test: acce_x:0.44, acce_y:-0.24, acce_z:-0.89\r\n'"
1713843643.335275,b'\x1b[0m\r\n'
1713843643.340704,"b'\x1b[0;32mI (1812735) mpu6050 test: gyro_x:-2.29, gyro_y:1.92, gyro_z:-1.18\r\n'"
1713843643.340738,b'\x1b[0m\r\n'
1713843643.346269,"b'\x1b[0;32mI (1812745) mpu6050 test: acce_x:0.44, acce_y:-0.24, acce_z:-0.89\r\n'"
1713843643.346313,b'\x1b[0m\r\n'
1713843643.357203,"b'\x1b[0;32mI (1812745) mpu6050 test: gyro_x:-2.20, gyro_y:2.21, gyro_z:-0.84\r\n'"
1713843643.357239,b'\x1b[0m\r\n'
1713843643.3628402,"b'\x1b[0;32mI (1812755) mpu6050 test: acce_x:0.45, acce_y:-0.24, acce_z:-0.89\r\n'"
1713843643.3628778,b'\x1b[0m\r\n'
1713843643.368618,"b'\x1b[0;32mI (1812765) mpu6050 test: gyro_x:-1.76, gyro_y:2.55, gyro_z:-0.35\r\n'"
1713843643.368662,b'\x1b[0m\r\n'
1713843643.374173,"b'\x1b[0;32mI (1812765) mpu6050 test: acce_x:0.44, acce_y:-0.24, acce_z:-0.89\r\n'"
1713843643.3742101,b'\x1b[0m\r\n'
1713843643.385139,"b'\x1b[0;32mI (1812775) mpu6050 test: gyro_x:-1.82, gyro_y:2.95, gyro_z:0.31\r\n'"
1713843643.3851829,b'\x1b[0m\r\n'
1713843643.390611,"b'\x1b[0;32mI (1812785) mpu6050 test: acce_x:0.44, acce_y:-0.24, acce_z:-0.89\r\n'"
1713843643.390655,b'\x1b[0m\r\n'
1713843643.39617,"b'\x1b[0;32mI (1812785) mpu6050 test: gyro_x:-1.57, gyro_y:2.98, gyro_z:0.84\r\n'"
1713843643.396208,b'\x1b[0m\r\n'
1713843643.401973,"b'\x1b[0;32mI (1812795) mpu6050 test: acce_x:0.46, acce_y:-0.24, acce_z:-0.88\r\n'"
1713843643.4020128,b'\x1b[0m\r\n'
1713843643.407455,"b'\x1b[0;32mI (1812805) mpu6050 test: gyro_x:-1.34, gyro_y:2.79, gyro_z:1.21\r\n'"
1713843643.412707,b'\x1b[0m\r\n'
1713843643.41846,"b'\x1b[0;32mI (1812815) mpu6050 test: acce_x:0.46, acce_y:-0.24, acce_z:-0.88\r\n'"
1713843643.4184902,b'\x1b[0m\r\n'
1713843643.423975,"b'\x1b[0;32mI (1812815) mpu6050 test: gyro_x:-1.30, gyro_y:2.38, gyro_z:1.02\r\n'"
1713843643.424004,b'\x1b[0m\r\n'
1713843643.4295008,"b'\x1b[0;32mI (1812825) mpu6050 test: acce_x:0.46, acce_y:-0.24, acce_z:-0.89\r\n'"
1713843643.429527,b'\x1b[0m\r\n'
1713843643.4353,"b'\x1b[0;32mI (1812835) mpu6050 test: gyro_x:-1.19, gyro_y:1.94, gyro_z:0.99\r\n'"
1713843643.44051,b'\x1b[0m\r\n'
1713843643.446089,"b'\x1b[0;32mI (1812835) mpu6050 test: acce_x:0.46, acce_y:-0.24, acce_z:-0.88\r\n'"
1713843643.446113,b'\x1b[0m\r\n'
1713843643.4517891,"b'\x1b[0;32mI (1812845) mpu6050 test: gyro_x:-1.37, gyro_y:1.51, gyro_z:0.72\r\n'"
1713843643.451812,b'\x1b[0m\r\n'
1713843643.457317,"b'\x1b[0;32mI (1812855) mpu6050 test: acce_x:0.46, acce_y:-0.24, acce_z:-0.89\r\n'"
1713843643.45734,b'\x1b[0m\r\n'
1713843643.462894,"b'\x1b[0;32mI (1812855) mpu6050 test: gyro_x:-1.69, gyro_y:0.98, gyro_z:0.46\r\n'"
1713843643.46842,b'\x1b[0m\r\n'
1713843643.473927,"b'\x1b[0;32mI (1812865) mpu6050 test: acce_x:0.45, acce_y:-0.25, acce_z:-0.89\r\n'"
1713843643.47395,b'\x1b[0m\r\n'
1713843643.4794261,"b'\x1b[0;32mI (1812875) mpu6050 test: gyro_x:-1.83, gyro_y:0.58, gyro_z:0.06\r\n'"
1713843643.4794502,b'\x1b[0m\r\n'
1713843643.4852412,"b'\x1b[0;32mI (1812875) mpu6050 test: acce_x:0.45, acce_y:-0.24, acce_z:-0.88\r\n'"
1713843643.4852648,b'\x1b[0m\r\n'
1713843643.4907498,"b'\x1b[0;32mI (1812885) mpu6050 test: gyro_x:-1.97, gyro_y:0.31, gyro_z:-0.46\r\n'"
1713843643.490775,b'\x1b[0m\r\n'
1713843643.501743,"b'\x1b[0;32mI (1812895) mpu6050 test: acce_x:0.45, acce_y:-0.24, acce_z:-0.89\r\n'"
1713843643.5017679,b'\x1b[0m\r\n'
1713843643.507332,"b'\x1b[0;32mI (1812905) mpu6050 test: gyro_x:-1.91, gyro_y:0.34, gyro_z:-0.78\r\n'"
1713843643.5073621,b'\x1b[0m\r\n'
1713843643.512799,"b'\x1b[0;32mI (1812905) mpu6050 test: acce_x:0.45, acce_y:-0.24, acce_z:-0.89\r\n'"
1713843643.512823,b'\x1b[0m\r\n'
1713843643.518615,"b'\x1b[0;32mI (1812915) mpu6050 test: gyro_x:-1.85, gyro_y:0.61, gyro_z:-1.27\r\n'"
1713843643.518639,b'\x1b[0m\r\n'
1713843643.529422,"b'\x1b[0;32mI (1812925) mpu6050 test: acce_x:0.44, acce_y:-0.25, acce_z:-0.89\r\n'"
1713843643.529446,b'\x1b[0m\r\n'
