time,measure
1713846052.466437,b':-3.44\r\n'
1713846052.467841,b'\x1b[0m\r\n'
1713846052.47141,"b'\x1b[0;32mI (4221875) mpu6050 test: acce_x:0.43, acce_y:-0.24, acce_z:-0.90\r\n'"
1713846052.4714408,b'\x1b[0m\r\n'
1713846052.47699,"b'\x1b[0;32mI (4221875) mpu6050 test: gyro_x:0.66, gyro_y:0.32, gyro_z:-3.77\r\n'"
1713846052.477018,b'\x1b[0m\r\n'
1713846052.482692,"b'\x1b[0;32mI (4221885) mpu6050 test: acce_x:0.43, acce_y:-0.24, acce_z:-0.89\r\n'"
1713846052.482722,b'\x1b[0m\r\n'
1713846052.493384,"b'\x1b[0;32mI (4221895) mpu6050 test: gyro_x:1.16, gyro_y:-0.15, gyro_z:-4.38\r\n'"
1713846052.493417,b'\x1b[0m\r\n'
1713846052.499268,"b'\x1b[0;32mI (4221895) mpu6050 test: acce_x:0.43, acce_y:-0.23, acce_z:-0.90\r\n'"
1713846052.499305,b'\x1b[0m\r\n'
1713846052.504801,"b'\x1b[0;32mI (4221905) mpu6050 test: gyro_x:1.53, gyro_y:-0.11, gyro_z:-5.19\r\n'"
1713846052.504834,b'\x1b[0m\r\n'
1713846052.510325,"b'\x1b[0;32mI (4221915) mpu6050 test: acce_x:0.43, acce_y:-0.24, acce_z:-0.90\r\n'"
1713846052.510357,b'\x1b[0m\r\n'
1713846052.521371,"b'\x1b[0;32mI (4221925) mpu6050 test: gyro_x:1.74, gyro_y:0.02, gyro_z:-6.03\r\n'"
1713846052.5214012,b'\x1b[0m\r\n'
1713846052.526859,"b'\x1b[0;32mI (4221925) mpu6050 test: acce_x:0.43, acce_y:-0.23, acce_z:-0.90\r\n'"
1713846052.526892,b'\x1b[0m\r\n'
1713846052.532607,"b'\x1b[0;32mI (4221935) mpu6050 test: gyro_x:2.64, gyro_y:-0.14, gyro_z:-7.11\r\n'"
1713846052.5326452,b'\x1b[0m\r\n'
1713846052.538197,"b'\x1b[0;32mI (4221945) mpu6050 test: acce_x:0.43, acce_y:-0.23, acce_z:-0.90\r\n'"
1713846052.538229,b'\x1b[0m\r\n'
1713846052.549227,"b'\x1b[0;32mI (4221945) mpu6050 test: gyro_x:3.62, gyro_y:-0.18, gyro_z:-8.55\r\n'"
1713846052.549264,b'\x1b[0m\r\n'
1713846052.554754,"b'\x1b[0;32mI (4221955) mpu6050 test: acce_x:0.44, acce_y:-0.23, acce_z:-0.90\r\n'"
1713846052.554799,b'\x1b[0m\r\n'
1713846052.560243,"b'\x1b[0;32mI (4221965) mpu6050 test: gyro_x:4.72, gyro_y:-0.40, gyro_z:-10.66\r\n'"
1713846052.560286,b'\x1b[0m\r\n'
1713846052.565998,"b'\x1b[0;32mI (4221965) mpu6050 test: acce_x:0.44, acce_y:-0.23, acce_z:-0.89\r\n'"
1713846052.566027,b'\x1b[0m\r\n'
1713846052.576763,"b'\x1b[0;32mI (4221975) mpu6050 test: gyro_x:5.85, gyro_y:-0.96, gyro_z:-13.42\r\n'"
1713846052.576792,b'\x1b[0m\r\n'
1713846052.582618,"b'\x1b[0;32mI (4221985) mpu6050 test: acce_x:0.45, acce_y:-0.23, acce_z:-0.88\r\n'"
1713846052.582647,b'\x1b[0m\r\n'
1713846052.588098,"b'\x1b[0;32mI (4221985) mpu6050 test: gyro_x:7.37, gyro_y:-1.50, gyro_z:-16.47\r\n'"
1713846052.5881238,b'\x1b[0m\r\n'
1713846052.593568,"b'\x1b[0;32mI (4221995) mpu6050 test: acce_x:0.44, acce_y:-0.23, acce_z:-0.88\r\n'"
1713846052.5935922,b'\x1b[0m\r\n'
1713846052.604627,"b'\x1b[0;32mI (4222005) mpu6050 test: gyro_x:8.76, gyro_y:-2.06, gyro_z:-20.06\r\n'"
1713846052.604652,b'\x1b[0m\r\n'
1713846052.6101398,"b'\x1b[0;32mI (4222015) mpu6050 test: acce_x:0.45, acce_y:-0.23, acce_z:-0.90\r\n'"
1713846052.610164,b'\x1b[0m\r\n'
1713846052.615883,"b'\x1b[0;32mI (4222015) mpu6050 test: gyro_x:10.23, gyro_y:-2.76, gyro_z:-24.03\r\n'"
1713846052.615906,b'\x1b[0m\r\n'
1713846052.6214342,"b'\x1b[0;32mI (4222025) mpu6050 test: acce_x:0.45, acce_y:-0.23, acce_z:-0.89\r\n'"
1713846052.626704,b'\x1b[0m\r\n'
1713846052.6324549,"b'\x1b[0;32mI (4222035) mpu6050 test: gyro_x:11.22, gyro_y:-3.31, gyro_z:-28.06\r\n'"
1713846052.632477,b'\x1b[0m\r\n'
1713846052.637985,"b'\x1b[0;32mI (4222035) mpu6050 test: acce_x:0.45, acce_y:-0.23, acce_z:-0.89\r\n'"
1713846052.638008,b'\x1b[0m\r\n'
1713846052.6435242,"b'\x1b[0;32mI (4222045) mpu6050 test: gyro_x:11.82, gyro_y:-4.06, gyro_z:-31.56\r\n'"
1713846052.6435468,b'\x1b[0m\r\n'
1713846052.649282,"b'\x1b[0;32mI (4222055) mpu6050 test: acce_x:0.45, acce_y:-0.24, acce_z:-0.89\r\n'"
1713846052.6546319,b'\x1b[0m\r\n'
1713846052.66011,"b'\x1b[0;32mI (4222065) mpu6050 test: gyro_x:12.29, gyro_y:-5.15, gyro_z:-35.31\r\n'"
1713846052.6601338,b'\x1b[0m\r\n'
1713846052.6658502,"b'\x1b[0;32mI (4222065) mpu6050 test: acce_x:0.46, acce_y:-0.23, acce_z:-0.89\r\n'"
1713846052.665874,b'\x1b[0m\r\n'
1713846052.671364,"b'\x1b[0;32mI (4222075) mpu6050 test: gyro_x:13.56, gyro_y:-6.61, gyro_z:-38.73\r\n'"
1713846052.6713972,b'\x1b[0m\r\n'
1713846052.682485,"b'\x1b[0;32mI (4222085) mpu6050 test: acce_x:0.46, acce_y:-0.24, acce_z:-0.89\r\n'"
1713846052.6825101,b'\x1b[0m\r\n'
1713846052.687986,"b'\x1b[0;32mI (4222085) mpu6050 test: gyro_x:14.02, gyro_y:-7.86, gyro_z:-41.48\r\n'"
1713846052.688009,b'\x1b[0m\r\n'
1713846052.6935701,"b'\x1b[0;32mI (4222095) mpu6050 test: acce_x:0.45, acce_y:-0.24, acce_z:-0.89\r\n'"
1713846052.693593,b'\x1b[0m\r\n'
1713846052.699255,"b'\x1b[0;32mI (4222105) mpu6050 test: gyro_x:14.15, gyro_y:-8.44, gyro_z:-43.88\r\n'"
1713846052.6992772,b'\x1b[0m\r\n'
1713846052.710119,"b'\x1b[0;32mI (4222105) mpu6050 test: acce_x:0.46, acce_y:-0.23, acce_z:-0.88\r\n'"
1713846052.710152,b'\x1b[0m\r\n'
1713846052.715899,"b'\x1b[0;32mI (4222115) mpu6050 test: gyro_x:14.03, gyro_y:-8.98, gyro_z:-45.60\r\n'"
1713846052.715921,b'\x1b[0m\r\n'
1713846052.721357,"b'\x1b[0;32mI (4222125) mpu6050 test: acce_x:0.46, acce_y:-0.23, acce_z:-0.88\r\n'"
1713846052.721386,b'\x1b[0m\r\n'
1713846052.726961,"b'\x1b[0;32mI (4222135) mpu6050 test: gyro_x:14.56, gyro_y:-9.51, gyro_z:-47.15\r\n'"
1713846052.7324748,b'\x1b[0m\r\n'
1713846052.737982,"b'\x1b[0;32mI (4222135) mpu6050 test: acce_x:0.45, acce_y:-0.23, acce_z:-0.90\r\n'"
1713846052.738004,b'\x1b[0m\r\n'
1713846052.743519,"b'\x1b[0;32mI (4222145) mpu6050 test: gyro_x:14.95, gyro_y:-9.54, gyro_z:-47.94\r\n'"
1713846052.743542,b'\x1b[0m\r\n'
1713846052.749312,"b'\x1b[0;32mI (4222155) mpu6050 test: acce_x:0.45, acce_y:-0.23, acce_z:-0.89\r\n'"
1713846052.7493382,b'\x1b[0m\r\n'
1713846052.754796,"b'\x1b[0;32mI (4222155) mpu6050 test: gyro_x:15.07, gyro_y:-9.83, gyro_z:-48.35\r\n'"
1713846052.7600682,b'\x1b[0m\r\n'
1713846052.765924,"b'\x1b[0;32mI (4222165) mpu6050 test: acce_x:0.45, acce_y:-0.22, acce_z:-0.89\r\n'"
1713846052.765952,b'\x1b[0m\r\n'
1713846052.7713869,"b'\x1b[0;32mI (4222175) mpu6050 test: gyro_x:15.13, gyro_y:-10.34, gyro_z:-48.93\r\n'"
1713846052.771412,b'\x1b[0m\r\n'
1713846052.776974,"b'\x1b[0;32mI (4222175) mpu6050 test: acce_x:0.46, acce_y:-0.23, acce_z:-0.90\r\n'"
1713846052.776999,b'\x1b[0m\r\n'
1713846052.787959,"b'\x1b[0;32mI (4222185) mpu6050 test: gyro_x:15.82, gyro_y:-10.63, gyro_z:-49.45\r\n'"
1713846052.787984,b'\x1b[0m\r\n'
1713846052.793501,"b'\x1b[0;32mI (4222195) mpu6050 test: acce_x:0.46, acce_y:-0.22, acce_z:-0.89\r\n'"
1713846052.793524,b'\x1b[0m\r\n'
1713846052.7992818,"b'\x1b[0;32mI (4222205) mpu6050 test: gyro_x:16.40, gyro_y:-10.85, gyro_z:-49.83\r\n'"
1713846052.799305,b'\x1b[0m\r\n'
1713846052.80488,"b'\x1b[0;32mI (4222205) mpu6050 test: acce_x:0.46, acce_y:-0.23, acce_z:-0.89\r\n'"
1713846052.804903,b'\x1b[0m\r\n'
1713846052.815858,"b'\x1b[0;32mI (4222215) mpu6050 test: gyro_x:16.81, gyro_y:-11.08, gyro_z:-50.17\r\n'"
1713846052.815883,b'\x1b[0m\r\n'
1713846052.821324,"b'\x1b[0;32mI (4222225) mpu6050 test: acce_x:0.46, acce_y:-0.23, acce_z:-0.89\r\n'"
1713846052.8213482,b'\x1b[0m\r\n'
1713846052.826881,"b'\x1b[0;32mI (4222225) mpu6050 test: gyro_x:16.61, gyro_y:-11.53, gyro_z:-50.05\r\n'"
1713846052.8269062,b'\x1b[0m\r\n'
1713846052.832681,"b'\x1b[0;32mI (4222235) mpu6050 test: acce_x:0.46, acce_y:-0.23, acce_z:-0.90\r\n'"
1713846052.8379772,b'\x1b[0m\r\n'
1713846052.843449,"b'\x1b[0;32mI (4222245) mpu6050 test: gyro_x:16.47, gyro_y:-11.98, gyro_z:-49.91\r\n'"
1713846052.843477,b'\x1b[0m\r\n'
1713846052.8492758,"b'\x1b[0;32mI (4222255) mpu6050 test: acce_x:0.46, acce_y:-0.23, acce_z:-0.90\r\n'"
1713846052.849301,b'\x1b[0m\r\n'
1713846052.854799,"b'\x1b[0;32mI (4222255) mpu6050 test: gyro_x:16.21, gyro_y:-12.79, gyro_z:-50.11\r\n'"
1713846052.854826,b'\x1b[0m\r\n'
1713846052.865821,"b'\x1b[0;32mI (4222265) mpu6050 test: acce_x:0.46, acce_y:-0.22, acce_z:-0.88\r\n'"
1713846052.8658528,b'\x1b[0m\r\n'
1713846052.8712902,"b'\x1b[0;32mI (4222275) mpu6050 test: gyro_x:16.35, gyro_y:-13.10, gyro_z:-49.83\r\n'"
1713846052.871317,b'\x1b[0m\r\n'
1713846052.8769531,"b'\x1b[0;32mI (4222275) mpu6050 test: acce_x:0.44, acce_y:-0.23, acce_z:-0.89\r\n'"
1713846052.877117,b'\x1b[0m\r\n'
1713846052.8827388,"b'\x1b[0;32mI (4222285) mpu6050 test: gyro_x:16.47, gyro_y:-12.96, gyro_z:-49.31\r\n'"
1713846052.887908,b'\x1b[0m\r\n'
1713846052.893406,"b'\x1b[0;32mI (4222295) mpu6050 test: acce_x:0.44, acce_y:-0.23, acce_z:-0.88\r\n'"
1713846052.893439,b'\x1b[0m\r\n'
1713846052.899318,"b'\x1b[0;32mI (4222295) mpu6050 test: gyro_x:15.91, gyro_y:-12.55, gyro_z:-48.66\r\n'"
1713846052.89935,b'\x1b[0m\r\n'
1713846052.904777,"b'\x1b[0;32mI (4222305) mpu6050 test: acce_x:0.45, acce_y:-0.22, acce_z:-0.89\r\n'"
1713846052.90481,b'\x1b[0m\r\n'
1713846052.91584,"b'\x1b[0;32mI (4222315) mpu6050 test: gyro_x:15.66, gyro_y:-12.34, gyro_z:-48.49\r\n'"
1713846052.9158862,b'\x1b[0m\r\n'
1713846052.9213288,"b'\x1b[0;32mI (4222325) mpu6050 test: acce_x:0.44, acce_y:-0.23, acce_z:-0.89\r\n'"
1713846052.921365,b'\x1b[0m\r\n'
1713846052.926962,"b'\x1b[0;32mI (4222325) mpu6050 test: gyro_x:15.62, gyro_y:-11.83, gyro_z:-47.82\r\n'"
1713846052.926998,b'\x1b[0m\r\n'
1713846052.932738,"b'\x1b[0;32mI (4222335) mpu6050 test: acce_x:0.44, acce_y:-0.22, acce_z:-0.90\r\n'"
1713846052.932778,b'\x1b[0m\r\n'
1713846052.9434721,"b'\x1b[0;32mI (4222345) mpu6050 test: gyro_x:15.22, gyro_y:-11.27, gyro_z:-46.96\r\n'"
1713846052.9435132,b'\x1b[0m\r\n'
1713846052.949267,"b'\x1b[0;32mI (4222345) mpu6050 test: acce_x:0.44, acce_y:-0.23, acce_z:-0.90\r\n'"
1713846052.949308,b'\x1b[0m\r\n'
1713846052.954915,"b'\x1b[0;32mI (4222355) mpu6050 test: gyro_x:14.53, gyro_y:-10.89, gyro_z:-46.18\r\n'"
1713846052.954962,b'\x1b[0m\r\n'
1713846052.960473,"b'\x1b[0;32mI (4222365) mpu6050 test: acce_x:0.44, acce_y:-0.23, acce_z:-0.89\r\n'"
1713846052.9605188,b'\x1b[0m\r\n'
1713846052.971334,"b'\x1b[0;32mI (4222375) mpu6050 test: gyro_x:13.63, gyro_y:-10.69, gyro_z:-45.88\r\n'"
1713846052.971381,b'\x1b[0m\r\n'
1713846052.976945,"b'\x1b[0;32mI (4222375) mpu6050 test: acce_x:0.45, acce_y:-0.23, acce_z:-0.89\r\n'"
1713846052.976992,b'\x1b[0m\r\n'
1713846052.9828238,"b'\x1b[0;32mI (4222385) mpu6050 test: gyro_x:13.85, gyro_y:-10.70, gyro_z:-45.04\r\n'"
1713846052.982879,b'\x1b[0m\r\n'
1713846052.9884238,"b'\x1b[0;32mI (4222395) mpu6050 test: acce_x:0.45, acce_y:-0.22, acce_z:-0.90\r\n'"
1713846052.993495,b'\x1b[0m\r\n'
1713846052.999281,"b'\x1b[0;32mI (4222395) mpu6050 test: gyro_x:13.63, gyro_y:-10.50, gyro_z:-44.44\r\n'"
1713846052.9993348,b'\x1b[0m\r\n'
1713846053.00495,"b'\x1b[0;32mI (4222405) mpu6050 test: acce_x:0.45, acce_y:-0.21, acce_z:-0.90\r\n'"
1713846053.005018,b'\x1b[0m\r\n'
1713846053.010636,"b'\x1b[0;32mI (4222415) mpu6050 test: gyro_x:13.28, gyro_y:-10.87, gyro_z:-43.07\r\n'"
1713846053.0107021,b'\x1b[0m\r\n'
1713846053.021348,"b'\x1b[0;32mI (4222425) mpu6050 test: acce_x:0.45, acce_y:-0.22, acce_z:-0.90\r\n'"
1713846053.0214138,b'\x1b[0m\r\n'
1713846053.027016,"b'\x1b[0;32mI (4222425) mpu6050 test: gyro_x:12.76, gyro_y:-11.25, gyro_z:-41.77\r\n'"
1713846053.027082,b'\x1b[0m\r\n'
1713846053.032902,"b'\x1b[0;32mI (4222435) mpu6050 test: acce_x:0.45, acce_y:-0.22, acce_z:-0.90\r\n'"
1713846053.032968,b'\x1b[0m\r\n'
1713846053.038733,"b'\x1b[0;32mI (4222445) mpu6050 test: gyro_x:12.14, gyro_y:-11.56, gyro_z:-40.56\r\n'"
1713846053.043634,b'\x1b[0m\r\n'
1713846053.049388,"b'\x1b[0;32mI (4222445) mpu6050 test: acce_x:0.46, acce_y:-0.21, acce_z:-0.89\r\n'"
1713846053.049491,b'\x1b[0m\r\n'
1713846053.055095,"b'\x1b[0;32mI (4222455) mpu6050 test: gyro_x:11.68, gyro_y:-12.12, gyro_z:-40.41\r\n'"
1713846053.055189,b'\x1b[0m\r\n'
1713846053.060498,"b'\x1b[0;32mI (4222465) mpu6050 test: acce_x:0.46, acce_y:-0.21, acce_z:-0.90\r\n'"
1713846053.060571,b'\x1b[0m\r\n'
1713846053.0713038,"b'\x1b[0;32mI (4222465) mpu6050 test: gyro_x:11.98, gyro_y:-13.02, gyro_z:-40.64\r\n'"
1713846053.071371,b'\x1b[0m\r\n'
