time,measure
1713843674.594559,"b'85, gyro_y:3.44, gyro_z:-1.62\r\n'"
1713843674.5961652,b'\x1b[0m\r\n'
1713843674.599633,"b'\x1b[0;32mI (1843995) mpu6050 test: acce_x:0.45, acce_y:-0.26, acce_z:-0.88\r\n'"
1713843674.599676,b'\x1b[0m\r\n'
1713843674.6050959,"b'\x1b[0;32mI (1844005) mpu6050 test: gyro_x:-2.23, gyro_y:3.74, gyro_z:-1.83\r\n'"
1713843674.610574,b'\x1b[0m\r\n'
1713843674.616016,"b'\x1b[0;32mI (1844005) mpu6050 test: acce_x:0.46, acce_y:-0.25, acce_z:-0.88\r\n'"
1713843674.6160572,b'\x1b[0m\r\n'
1713843674.621623,"b'\x1b[0;32mI (1844015) mpu6050 test: gyro_x:-2.69, gyro_y:4.02, gyro_z:-1.74\r\n'"
1713843674.621671,b'\x1b[0m\r\n'
1713843674.627504,"b'\x1b[0;32mI (1844025) mpu6050 test: acce_x:0.45, acce_y:-0.24, acce_z:-0.88\r\n'"
1713843674.627552,b'\x1b[0m\r\n'
1713843674.633039,"b'\x1b[0;32mI (1844025) mpu6050 test: gyro_x:-2.70, gyro_y:4.03, gyro_z:-1.63\r\n'"
1713843674.638067,b'\x1b[0m\r\n'
1713843674.6438951,"b'\x1b[0;32mI (1844035) mpu6050 test: acce_x:0.45, acce_y:-0.25, acce_z:-0.88\r\n'"
1713843674.64395,b'\x1b[0m\r\n'
1713843674.6494908,"b'\x1b[0;32mI (1844045) mpu6050 test: gyro_x:-2.60, gyro_y:3.98, gyro_z:-1.63\r\n'"
1713843674.649546,b'\x1b[0m\r\n'
1713843674.6550798,"b'\x1b[0;32mI (1844045) mpu6050 test: acce_x:0.46, acce_y:-0.24, acce_z:-0.87\r\n'"
1713843674.655136,b'\x1b[0m\r\n'
1713843674.661071,"b'\x1b[0;32mI (1844055) mpu6050 test: gyro_x:-2.53, gyro_y:3.86, gyro_z:-0.92\r\n'"
1713843674.665952,b'\x1b[0m\r\n'
1713843674.671511,"b'\x1b[0;32mI (1844065) mpu6050 test: acce_x:0.46, acce_y:-0.24, acce_z:-0.87\r\n'"
1713843674.671579,b'\x1b[0m\r\n'
1713843674.677432,"b'\x1b[0;32mI (1844075) mpu6050 test: gyro_x:-2.41, gyro_y:3.97, gyro_z:-0.50\r\n'"
1713843674.677496,b'\x1b[0m\r\n'
1713843674.6828742,"b'\x1b[0;32mI (1844075) mpu6050 test: acce_x:0.46, acce_y:-0.23, acce_z:-0.87\r\n'"
1713843674.682936,b'\x1b[0m\r\n'
1713843674.688434,"b'\x1b[0;32mI (1844085) mpu6050 test: gyro_x:-1.98, gyro_y:3.98, gyro_z:-0.46\r\n'"
1713843674.693717,b'\x1b[0m\r\n'
1713843674.699276,"b'\x1b[0;32mI (1844095) mpu6050 test: acce_x:0.46, acce_y:-0.24, acce_z:-0.88\r\n'"
1713843674.699316,b'\x1b[0m\r\n'
1713843674.704802,"b'\x1b[0;32mI (1844095) mpu6050 test: gyro_x:-1.27, gyro_y:3.94, gyro_z:-0.50\r\n'"
1713843674.7048378,b'\x1b[0m\r\n'
1713843674.7105448,"b'\x1b[0;32mI (1844105) mpu6050 test: acce_x:0.46, acce_y:-0.24, acce_z:-0.90\r\n'"
1713843674.710578,b'\x1b[0m\r\n'
1713843674.7160761,"b'\x1b[0;32mI (1844115) mpu6050 test: gyro_x:-0.96, gyro_y:4.50, gyro_z:-0.43\r\n'"
1713843674.721287,b'\x1b[0m\r\n'
